,Slogan,SlogansToList,IndexEncoded
5611,For happy healthy smiles,"['For', 'happy', 'healthy', 'smiles']","[13916, 5596, 5679, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5612,Nothing but the tooth,"['Nothing', 'but', 'the', 'tooth']","[13916, 13916, 13916, 12638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5613,Dentistry that makes you smile,"['Dentistry', 'that', 'makes', 'you', 'smile']","[13916, 13916, 7366, 13916, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5614,Simply better dentistry,"['Simply', 'better', 'dentistry']","[13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5615,A reason to smile,"['A', 'reason', 'to', 'smile']","[13916, 9920, 13916, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5616,Smile chew laugh live,"['Smile', 'chew', 'laugh', 'live']","[11354, 2022, 6948, 7159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5617,An experience to smile about,"['An', 'experience', 'to', 'smile', 'about']","[13916, 4346, 13916, 11354, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5618,Care in an environment of excellence,"['Care', 'in', 'an', 'environment', 'of', 'excellence']","[1780, 13916, 13916, 4163, 13916, 4282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5619,Catering to all of your dental needs and desires,"['Catering', 'to', 'all', 'of', 'your', 'dental', 'needs', 'and', 'desires']","[13916, 13916, 13916, 13916, 13916, 3283, 8112, 13916, 3341, 0, 0, 0, 0, 0, 0, 0]"
5620,Giving you one more reason to smile,"['Giving', 'you', 'one', 'more', 'reason', 'to', 'smile']","[13916, 13916, 8418, 13916, 9920, 13916, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5621,Look great feel great,"['Look', 'great', 'feel', 'great']","[7215, 5375, 4543, 5375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5622,Smile with confidence,"['Smile', 'with', 'confidence']","[11354, 13916, 2532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5623,You smile we smile,"['You', 'smile', 'we', 'smile']","[13916, 11354, 13916, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5624,Your friendly local Cambridge dentist,"['Your', 'friendly', 'local', 'Cambridge', 'dentist']","[13916, 4960, 7182, 13916, 3284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5625,Caring for you your smile,"['Caring', 'for', 'you', 'your', 'smile']","[13916, 13916, 13916, 13916, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5626,Committed to dental excellence,"['Committed', 'to', 'dental', 'excellence']","[13916, 13916, 3283, 4282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5627,Committed to excellence,"['Committed', 'to', 'excellence']","[13916, 13916, 4282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5628,A leading visionary in dental care,"['A', 'leading', 'visionary', 'in', 'dental', 'care']","[13916, 13916, 13464, 13916, 3283, 1780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5629,Your smile is our passion,"['Your', 'smile', 'is', 'our', 'passion']","[13916, 11354, 13916, 13916, 8760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5630,Great teeth great smile great life,"['Great', 'teeth', 'great', 'smile', 'great', 'life']","[5375, 12376, 5375, 11354, 5375, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5631,Your smile in safe hands,"['Your', 'smile', 'in', 'safe', 'hands']","[13916, 11354, 13916, 10589, 5562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5632,Care for your smile,"['Care', 'for', 'your', 'smile']","[1780, 13916, 13916, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5633,Creating beautiful smiles,"['Creating', 'beautiful', 'smiles']","[13916, 1010, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5634,Creating brighter smiles,"['Creating', 'brighter', 'smiles']","[13916, 13916, 11354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5635,Beauty is power A smile its sword,"['Beauty', 'is', 'power', 'A', 'smile', 'its', 'sword']","[1011, 13916, 9325, 13916, 11354, 13916, 12210, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5636,Your smile Our passion Your life,"['Your', 'smile', 'Our', 'passion', 'Your', 'life']","[13916, 11354, 13916, 8760, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5637,Compassionate prevention pursuit of excellence,"['Compassionate', 'prevention', 'pursuit', 'of', 'excellence']","[2423, 9429, 9712, 13916, 4282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5638,Anadin When only fast will do,"['Anadin', 'When', 'only', 'fast', 'will', 'do']","[13916, 13916, 13916, 13916, 13722, 3681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5639,Nothing acts faster than Anadin,"['Nothing', 'acts', 'faster', 'than', 'Anadin']","[13916, 105, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5640,Excedrin The Headache Medicine,"['Excedrin', 'The', 'Headache', 'Medicine']","[13916, 13916, 5657, 7582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5641,Aleve All Day Strong All Day Long,"['Aleve', 'All', 'Day', 'Strong', 'All', 'Day', 'Long']","[13916, 13916, 3100, 11940, 13916, 3100, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5642,The More You Know The More You Trust Bayer,"['The', 'More', 'You', 'Know', 'The', 'More', 'You', 'Trust', 'Bayer']","[13916, 13916, 13916, 6860, 13916, 13916, 13916, 12862, 13916, 0, 0, 0, 0, 0, 0, 0]"
5643,Take it for Pain Take it for Life,"['Take', 'it', 'for', 'Pain', 'Take', 'it', 'for', 'Life']","[12275, 13916, 13916, 8642, 12275, 13916, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0]"
5644,All you need is Midol,"['All', 'you', 'need', 'is', 'Midol']","[13916, 13916, 8112, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5645,Because your period's more than a pain,"['Because', 'your', ""period's"", 'more', 'than', 'a', 'pain']","[13916, 13916, 13916, 13916, 13916, 13916, 8642, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5646,Solpadeine Power to hit pain where it hurts,"['Solpadeine', 'Power', 'to', 'hit', 'pain', 'where', 'it', 'hurts']","[13916, 9325, 13916, 5819, 8642, 13916, 13916, 6018, 0, 0, 0, 0, 0, 0, 0, 0]"
5647,Paramol You can't hit pain much harder,"['Paramol', 'You', ""can't"", 'hit', 'pain', 'much', 'harder']","[13916, 13916, 13916, 5819, 8642, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5648,For Better Relief Advance to Advil,"['For', 'Better', 'Relief', 'Advance', 'to', 'Advil']","[13916, 13916, 10124, 178, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5649,Advil Stronger than pain,"['Advil', 'Stronger', 'than', 'pain']","[13916, 13916, 13916, 8642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5650,Tylenol The pain reliever hospitals use most,"['Tylenol', 'The', 'pain', 'reliever', 'hospitals', 'use', 'most']","[13916, 13916, 8642, 13916, 5935, 13267, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5651,Nurofen Targeted Relief For Pain,"['Nurofen', 'Targeted', 'Relief', 'For', 'Pain']","[13916, 13916, 10124, 13916, 8642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5652,Crunch No judgments,"['Crunch', 'No', 'judgments']","[2963, 13916, 6728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5653,Making fitness fun,"['Making', 'fitness', 'fun']","[13916, 4675, 5008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5654,We all crunch,"['We', 'all', 'crunch']","[13916, 13916, 2963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5655,Jetts Workout on your terms,"['Jetts', 'Workout', 'on', 'your', 'terms']","[13916, 13816, 13916, 13916, 12428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5656,Results not promises,"['Results', 'not', 'promises']","[13916, 13916, 9544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5657,Get the body you want at the studio you love,"['Get', 'the', 'body', 'you', 'want', 'at', 'the', 'studio', 'you', 'love']","[5167, 13916, 1305, 13916, 13546, 13916, 13916, 11953, 13916, 7246, 0, 0, 0, 0, 0, 0]"
5658,The last real gym,"['The', 'last', 'real', 'gym']","[13916, 13916, 9906, 5514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5659,Stop paying for it,"['Stop', 'paying', 'for', 'it']","[11869, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5660,Take back your body,"['Take', 'back', 'your', 'body']","[12275, 811, 13916, 1305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5661,Live life love fitness,"['Live', 'life', 'love', 'fitness']","[7159, 7073, 7246, 4675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5662,It's never too late to feel great,"[""It's"", 'never', 'too', 'late', 'to', 'feel', 'great']","[13916, 13916, 13916, 6940, 13916, 4543, 5375, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5663,The fitness leader,"['The', 'fitness', 'leader']","[13916, 4675, 6982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5664,Where fitness comes naturally,"['Where', 'fitness', 'comes', 'naturally']","[13916, 4675, 2355, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5665,Forever fit forever strong,"['Forever', 'fit', 'forever', 'strong']","[13916, 4674, 13916, 11940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5666,Always something happening,"['Always', 'something', 'happening']","[13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5667,Bodies of stamina strength,"['Bodies', 'of', 'stamina', 'strength']","[13916, 13916, 13916, 11913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5668,Everyone in life needs balance,"['Everyone', 'in', 'life', 'needs', 'balance']","[13916, 13916, 7073, 8112, 849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5669,Solutions for moving better and feeling healthier,"['Solutions', 'for', 'moving', 'better', 'and', 'feeling', 'healthier']","[13916, 13916, 13916, 13916, 13916, 4544, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5670,The quickest way to a top shape,"['The', 'quickest', 'way', 'to', 'a', 'top', 'shape']","[13916, 13916, 13601, 13916, 13916, 12645, 11007, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5671,The fastest way to get in shape,"['The', 'fastest', 'way', 'to', 'get', 'in', 'shape']","[13916, 13916, 13601, 13916, 5167, 13916, 11007, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5672,Why wait Join today and feel great,"['Why', 'wait', 'Join', 'today', 'and', 'feel', 'great']","[13916, 13524, 6708, 13916, 13916, 4543, 5375, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5673,The future fitness,"['The', 'future', 'fitness']","[13916, 5041, 4675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5674,Where membership means something,"['Where', 'membership', 'means', 'something']","[13916, 7603, 7550, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5675,It's not just a Chicago gym It's a Fitness Formula Club,"[""It's"", 'not', 'just', 'a', 'Chicago', 'gym', ""It's"", 'a', 'Fitness', 'Formula', 'Club']","[13916, 13916, 13916, 13916, 13916, 5514, 13916, 13916, 4675, 4875, 2243, 0, 0, 0, 0, 0]"
5676,One life Live well,"['One', 'life', 'Live', 'well']","[8418, 7073, 7159, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5677,The only thing worth losing is weight,"['The', 'only', 'thing', 'worth', 'losing', 'is', 'weight']","[13916, 13916, 12493, 13916, 13916, 13916, 13637, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5678,Anything you can conceive you can achieve,"['Anything', 'you', 'can', 'conceive', 'you', 'can', 'achieve']","[13916, 13916, 1717, 2484, 13916, 1717, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5679,Fitness for everyday people,"['Fitness', 'for', 'everyday', 'people']","[4675, 13916, 4258, 8886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5680,Enjoy life Get fit,"['Enjoy', 'life', 'Get', 'fit']","[4120, 7073, 5167, 4674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5681,Find your Fierce,"['Find', 'your', 'Fierce']","[4634, 13916, 4603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5682,Dance inspired fitness,"['Dance', 'inspired', 'fitness']","[3072, 6457, 4675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5683,Improve yourself,"['Improve', 'yourself']","[6199, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5684,Your journey to a healthier life,"['Your', 'journey', 'to', 'a', 'healthier', 'life']","[13916, 6720, 13916, 13916, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5685,Train like a Champion,"['Train', 'like', 'a', 'Champion']","[12714, 7099, 13916, 1936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5686,Everything you expect from a health club except the high price,"['Everything', 'you', 'expect', 'from', 'a', 'health', 'club', 'except', 'the', 'high', 'price']","[13916, 13916, 4336, 13916, 13916, 5677, 2243, 13916, 13916, 5785, 9433, 0, 0, 0, 0, 0]"
5687,Les Mills For a fitter planet,"['Les', 'Mills', 'For', 'a', 'fitter', 'planet']","[13916, 13916, 13916, 13916, 13916, 9112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5688,Turn it up,"['Turn', 'it', 'up']","[12899, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5689,The club that never closes,"['The', 'club', 'that', 'never', 'closes']","[13916, 2243, 13916, 13916, 2226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5690,The best little gym in Ashland,"['The', 'best', 'little', 'gym', 'in', 'Ashland']","[13916, 13916, 7158, 5514, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5691,Your space Your time Your gym,"['Your', 'space', 'Your', 'time', 'Your', 'gym']","[13916, 11524, 13916, 12569, 13916, 5514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5692,More than just a gym,"['More', 'than', 'just', 'a', 'gym']","[13916, 13916, 13916, 13916, 5514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5693,Like no other gym,"['Like', 'no', 'other', 'gym']","[7099, 13916, 8509, 5514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5694,Welcome to a gym that understands you,"['Welcome', 'to', 'a', 'gym', 'that', 'understands', 'you']","[13641, 13916, 13916, 5514, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5695,Your gym your time,"['Your', 'gym', 'your', 'time']","[13916, 5514, 13916, 12569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5696,Life's tough Get fit,"[""Life's"", 'tough', 'Get', 'fit']","[13916, 12670, 5167, 4674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5697,Glow fitness come join the party,"['Glow', 'fitness', 'come', 'join', 'the', 'party']","[5242, 4675, 2355, 6708, 13916, 8755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5698,One life Be fit for it,"['One', 'life', 'Be', 'fit', 'for', 'it']","[8418, 7073, 987, 4674, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5699,Have fun Be fit,"['Have', 'fun', 'Be', 'fit']","[5642, 5008, 987, 4674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5700,Rise to the challenge,"['Rise', 'to', 'the', 'challenge']","[10423, 13916, 13916, 1929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5701,Your gateway to fitness downtown,"['Your', 'gateway', 'to', 'fitness', 'downtown']","[13916, 5103, 13916, 4675, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5702,Health strength,"['Health', 'strength']","[5677, 11913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5703,Integrative fitness for a healthy lifestyle,"['Integrative', 'fitness', 'for', 'a', 'healthy', 'lifestyle']","[13916, 4675, 13916, 13916, 5679, 7082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5704,Where health beauty and fitness meet,"['Where', 'health', 'beauty', 'and', 'fitness', 'meet']","[13916, 5677, 1011, 13916, 4675, 7591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5705,You too can be fighting fit,"['You', 'too', 'can', 'be', 'fighting', 'fit']","[13916, 13916, 1717, 987, 13916, 4674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5706,Fitness has never been so much fun,"['Fitness', 'has', 'never', 'been', 'so', 'much', 'fun']","[4675, 13916, 13916, 13916, 13916, 13916, 5008, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5707,Building confidence Building fitness,"['Building', 'confidence', 'Building', 'fitness']","[1570, 2532, 1570, 4675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5708,Our goal is to help you reach yours,"['Our', 'goal', 'is', 'to', 'help', 'you', 'reach', 'yours']","[13916, 5250, 13916, 13916, 5734, 13916, 9896, 13916, 0, 0, 0, 0, 0, 0, 0, 0]"
5709,Your local health club,"['Your', 'local', 'health', 'club']","[13916, 7182, 5677, 2243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5710,Perspire to greatness,"['Perspire', 'to', 'greatness']","[13916, 13916, 5382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5711,The evolution of fitness for HER,"['The', 'evolution', 'of', 'fitness', 'for', 'HER']","[13916, 4266, 13916, 4675, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5712,More boom for your buck,"['More', 'boom', 'for', 'your', 'buck']","[13916, 1355, 13916, 13916, 1547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5713,Strength that shows,"['Strength', 'that', 'shows']","[11913, 13916, 11100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5714,Be part of the Elite,"['Be', 'part', 'of', 'the', 'Elite']","[987, 8742, 13916, 13916, 4013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5715,Bespoke fitness for all ages,"['Bespoke', 'fitness', 'for', 'all', 'ages']","[13916, 4675, 13916, 13916, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5716,Changing bodies changing lives,"['Changing', 'bodies', 'changing', 'lives']","[13916, 1305, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5717,Makes it easy,"['Makes', 'it', 'easy']","[13916, 13916, 3919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5718,Love your body,"['Love', 'your', 'body']","[7246, 13916, 1305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5719,A studio that offers you more,"['A', 'studio', 'that', 'offers', 'you', 'more']","[13916, 11953, 13916, 8391, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5720,We change lives,"['We', 'change', 'lives']","[13916, 1941, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5721,It's time to get fit,"[""It's"", 'time', 'to', 'get', 'fit']","[13916, 12569, 13916, 5167, 4674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5722,Passionate experts energizing lives,"['Passionate', 'experts', 'energizing', 'lives']","[8761, 4350, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5723,Know your own strength,"['Know', 'your', 'own', 'strength']","[6860, 13916, 13916, 11913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5724,The confidence to do what you need to,"['The', 'confidence', 'to', 'do', 'what', 'you', 'need', 'to']","[13916, 2532, 13916, 3681, 13916, 13916, 8112, 13916, 0, 0, 0, 0, 0, 0, 0, 0]"
5725,We'll help you put your fitness first,"[""We'll"", 'help', 'you', 'put', 'your', 'fitness', 'first']","[13916, 5734, 13916, 9721, 13916, 4675, 4662, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5726,Be yourself,"['Be', 'yourself']","[987, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5727,Where winning is losing,"['Where', 'winning', 'is', 'losing']","[13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5728,Your body Your life,"['Your', 'body', 'Your', 'life']","[13916, 1305, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5729,Real people Real results,"['Real', 'people', 'Real', 'results']","[9906, 8886, 9906, 10299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5730,Making fitness fun,"['Making', 'fitness', 'fun']","[13916, 4675, 5008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5731,Live move flourish,"['Live', 'move', 'flourish']","[7159, 7962, 4767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5732,Where fitness is a way of life,"['Where', 'fitness', 'is', 'a', 'way', 'of', 'life']","[13916, 4675, 13916, 13916, 13601, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5733,Take the 1st step,"['Take', 'the', '1st', 'step']","[12275, 13916, 13916, 11807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5734,A better quality of life,"['A', 'better', 'quality', 'of', 'life']","[13916, 13916, 9739, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5735,Serious about strength,"['Serious', 'about', 'strength']","[10950, 13916, 11913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5736,Moving your life forward,"['Moving', 'your', 'life', 'forward']","[13916, 13916, 7073, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5737,New strength new beginnings,"['New', 'strength', 'new', 'beginnings']","[8158, 11913, 8158, 1038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5738,It's Never too late to be all you can be,"[""It's"", 'Never', 'too', 'late', 'to', 'be', 'all', 'you', 'can', 'be']","[13916, 13916, 13916, 6940, 13916, 987, 13916, 13916, 1717, 987, 0, 0, 0, 0, 0, 0]"
5739,For those who want to look better and feel better,"['For', 'those', 'who', 'want', 'to', 'look', 'better', 'and', 'feel', 'better']","[13916, 13916, 13916, 13546, 13916, 7215, 13916, 13916, 4543, 13916, 0, 0, 0, 0, 0, 0]"
5740,We'll get there together,"[""We'll"", 'get', 'there', 'together']","[13916, 5167, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5741,You re better off with LA Fitness,"['You', 're', 'better', 'off', 'with', 'LA', 'Fitness']","[13916, 13916, 13916, 13916, 13916, 13916, 4675, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5742,We re on your side,"['We', 're', 'on', 'your', 'side']","[13916, 13916, 13916, 13916, 11143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5743,Exercise your options,"['Exercise', 'your', 'options']","[4311, 13916, 8462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5744,Every body needs something,"['Every', 'body', 'needs', 'something']","[13916, 1305, 8112, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5745,Success is not a gift It's a choice,"['Success', 'is', 'not', 'a', 'gift', ""It's"", 'a', 'choice']","[12024, 13916, 13916, 13916, 5179, 13916, 13916, 2061, 0, 0, 0, 0, 0, 0, 0, 0]"
5746,Life Be fit for it,"['Life', 'Be', 'fit', 'for', 'it']","[7073, 987, 4674, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5747,David Lloyd Feel the difference,"['David', 'Lloyd', 'Feel', 'the', 'difference']","[13916, 13916, 4543, 13916, 3447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5748,The club for busy people,"['The', 'club', 'for', 'busy', 'people']","[13916, 2243, 13916, 1643, 8886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5749,Get in a workout Get on with your life,"['Get', 'in', 'a', 'workout', 'Get', 'on', 'with', 'your', 'life']","[5167, 13916, 13916, 13816, 5167, 13916, 13916, 13916, 7073, 0, 0, 0, 0, 0, 0, 0]"
5750,We believe in a better you,"['We', 'believe', 'in', 'a', 'better', 'you']","[13916, 1051, 13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5751,Investing in your life,"['Investing', 'in', 'your', 'life']","[13916, 13916, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5752,Big clubs Big energy,"['Big', 'clubs', 'Big', 'energy']","[1109, 2243, 1109, 4106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5753,Your body session,"['Your', 'body', 'session']","[13916, 1305, 10961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5754,Resolve to live healthy,"['Resolve', 'to', 'live', 'healthy']","[10263, 13916, 7159, 5679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5755,Play Train Relax,"['Play', 'Train', 'Relax']","[9134, 12714, 10113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5756,Where Sarasota comes to play,"['Where', 'Sarasota', 'comes', 'to', 'play']","[13916, 13916, 2355, 13916, 9134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5757,Throw away all your excuses,"['Throw', 'away', 'all', 'your', 'excuses']","[12531, 13916, 13916, 13916, 4301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5758,Changing lives one workout at a time,"['Changing', 'lives', 'one', 'workout', 'at', 'a', 'time']","[13916, 7073, 8418, 13816, 13916, 13916, 12569, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5759,You curves will amaze you,"['You', 'curves', 'will', 'amaze', 'you']","[13916, 3021, 13722, 349, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
